NY KnicksatIND PacersTODAY 7:10PM			NY KnicksatIND PacersTODAY 7:10PM			NY KnicksatIND PacersTODAY 7:10PM			NY KnicksatIND PacersTODAY 7:10PM		
PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	PLAYER	OVER	UNDER
Aaron Nesmith	O 11.5  −120	U 11.5  −110	Aaron Nesmith	O 3.5  −150	U 3.5  +120	Andrew Nembhard	O 6.5  +125	U 6.5  −155	Aaron Nesmith	O 1.5  −160	U 1.5  +130
Andrew Nembhard	O 13.5  +100	U 13.5  −130	Andrew Nembhard	O 2.5  −125	U 2.5  −105	Immanuel Quickley	O 5.5  −150	U 5.5  +120	Andrew Nembhard	O 1.5  +105	U 1.5  −135
Bennedict Mathurin	O 18.5  −105	U 18.5  −125	Bennedict Mathurin	O 4.5  −125	U 4.5  −105	Jordan Nwora	O 2.5  −155	U 2.5  +125	Bennedict Mathurin	O 1.5  +125	U 1.5  −155
Immanuel Quickley	O 25.5  −120	U 25.5  −110	Immanuel Quickley	O 5.5  +120	U 5.5  −150	Quentin Grimes	O 2.5  −125	U 2.5  −105	Immanuel Quickley	O 2.5  −165	U 2.5  +135
Jordan Nwora	O 15.5  −115	U 15.5  −115	Jordan Nwora	O 5.5  −145	U 5.5  +115	BKN NetsatDET PistonsTODAY 7:10PM			Jordan Nwora	O 2.5  +135	U 2.5  −165
Mitchell Robinson	O 8.5  +105	U 8.5  −135	Mitchell Robinson	O 10.5  −105	U 10.5  −125	PLAYER	OVER	UNDER	Quentin Grimes	O 3.5  +155	U 3.5  −190
Quentin Grimes	O 16.5  −110	U 16.5  −120	Quentin Grimes	O 4.5  +120	U 4.5  −150	Cameron Johnson	O 2.5  +155	U 2.5  −190	BKN NetsatDET PistonsTODAY 7:10PM		
BKN NetsatDET PistonsTODAY 7:10PM			BKN NetsatDET PistonsTODAY 7:10PM			Jaden Ivey	O 6.5  +115	U 6.5  −145	PLAYER	OVER	UNDER
PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	Killian Hayes	O 6.5  −110	U 6.5  −120	Cameron Johnson	O 2.5  +135	U 2.5  −165
Cameron Johnson	O 16.5  −105	U 16.5  −125	Cameron Johnson	O 4.5  −120	U 4.5  −110	Mikal Bridges	O 2.5  −145	U 2.5  +115	Dorian Finney-Smith	O 1.5  −105	U 1.5  −125
