PHI 76ersatCHA HornetsTODAY 7:10PM			PHI 76ersatCHA HornetsTODAY 7:10PM			PHI 76ersatCHA HornetsTODAY 7:10PM			PHI 76ersatCHA HornetsTODAY 7:10PM		
PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	PLAYER	OVER	UNDER
Dennis Smith Jr.	O 9.5  −135	U 9.5  +105	Dennis Smith Jr.	O 3.5  −105	U 3.5  −125	Dennis Smith Jr.	O 5.5  −105	U 5.5  −125	Dennis Smith Jr.	O 0.5  +120	U 0.5  −150
Gordon Hayward	O 14.5  −110	U 14.5  −120	Gordon Hayward	O 4.5  +125	U 4.5  −155	Gordon Hayward	O 4.5  −135	U 4.5  +105	Gordon Hayward	O 0.5  −230	U 0.5  +185
Kelly Oubre Jr.	O 21.5  −115	U 21.5  −115	Kelly Oubre Jr.	O 5.5  −130	U 5.5  +100	PJ Washington	O 2.5  +155	U 2.5  −190	Kelly Oubre Jr.	O 2.5  −110	U 2.5  −120
Nick Richards	O 9.5  −110	U 9.5  −120	Nick Richards	O 8.5  −125	U 8.5  −105	Terry Rozier	O 5.5  −145	U 5.5  +115	PJ Washington	O 1.5  −155	U 1.5  +125
PJ Washington	O 15.5  −105	U 15.5  −125	PJ Washington	O 5.5  −105	U 5.5  −125	WAS WizardsatCLE CavaliersTODAY 7:40PM			Terry Rozier	O 2.5  +100	U 2.5  −130
Terry Rozier	O 21.5  −120	U 21.5  −110	Terry Rozier	O 4.5  +135	U 4.5  −165	PLAYER	OVER	UNDER	WAS WizardsatCLE CavaliersTODAY 7:40PM		
WAS WizardsatCLE CavaliersTODAY 7:40PM			WAS WizardsatCLE CavaliersTODAY 7:40PM			Bradley Beal	O 5.5  −110	U 5.5  −120	PLAYER	OVER	UNDER
PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	Darius Garland	O 6.5  −150	U 6.5  +120	Bradley Beal	O 1.5  +110	U 1.5  −140
Bradley Beal	O 23.5  −125	U 23.5  −105	Bradley Beal	O 4.5  +135	U 4.5  −165	Donovan Mitchell	O 4.5  +125	U 4.5  −155	Darius Garland	O 2.5  +115	U 2.5  −145
Daniel Gafford	O 7.5  −125	U 7.5  −105	Daniel Gafford	O 6.5  −105	U 6.5  −125	Evan Mobley	O 2.5  −135	U 2.5  +105	Donovan Mitchell	O 2.5  −140	U 2.5  +110
Darius Garland	O 21.5  −125	U 21.5  −105	Darius Garland	O 2.5  −135	U 2.5  +105	Kristaps Porzingis	O 2.5  +100	U 2.5  −130	Evan Mobley	O 0.5  +190	U 0.5  −235
Donovan Mitchell	O 26.5  −125	U 26.5  −105	Donovan Mitchell	O 4.5  +100	U 4.5  −130	Kyle Kuzma	O 2.5  −155	U 2.5  +125	Isaac Okoro	O 0.5  −220	U 0.5  +180
Evan Mobley	O 18.5  −105	U 18.5  −125	Evan Mobley	O 10.5  −120	U 10.5  −110	Monte Morris	O 4.5  +130	U 4.5  −160	Kristaps Porzingis	O 1.5  −180	U 1.5  +145
Isaac Okoro	O 7.5  −125	U 7.5  −105	Isaac Okoro	O 2.5  +110	U 2.5  −140	GS WarriorsatATL HawksTODAY 7:40PM			Kyle Kuzma	O 2.5  +155	U 2.5  −190
Kristaps Porzingis	O 20.5  −110	U 20.5  −120	Kristaps Porzingis	O 8.5  +105	U 8.5  −135	PLAYER	OVER	UNDER	Monte Morris	O 0.5  −205	U 0.5  +165
Kyle Kuzma	O 19.5  −115	U 19.5  −115	Kyle Kuzma	O 6.5  +115	U 6.5  −145	Bogdan Bogdanovic	O 2.5  −105	U 2.5  −125	GS WarriorsatATL HawksTODAY 7:40PM		
Monte Morris	O 8.5  −120	U 8.5  −110	Monte Morris	O 2.5  −165	U 2.5  +135	Dejounte Murray	O 5.5  −120	U 5.5  −110	PLAYER	OVER	UNDER
GS WarriorsatATL HawksTODAY 7:40PM			GS WarriorsatATL HawksTODAY 7:40PM			Kevon Looney	O 2.5  −120	U 2.5  −110	Bogdan Bogdanovic	O 2.5  +155	U 2.5  −190
PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	Klay Thompson	O 2.5  −150	U 2.5  +120	De'Andre Hunter	O 1.5  −105	U 1.5  −125
Bogdan Bogdanovic	O 11.5  −105	U 11.5  −125	Bogdan Bogdanovic	O 2.5  −110	U 2.5  −120	Stephen Curry	O 7.5  −110	U 7.5  −120	Dejounte Murray	O 1.5  −120	U 1.5  −110
Clint Capela	O 11.5  −105	U 11.5  −125	Clint Capela	O 10.5  −110	U 10.5  −120	Trae Young	O 10.5  +115	U 10.5  −145	John Collins	O 0.5  −185	U 0.5  +150
De'Andre Hunter	O 15.5  −115	U 15.5  −115	De'Andre Hunter	O 3.5  −165	U 3.5  +135	MEM GrizzliesatSA SpursTODAY 8:00PM			Klay Thompson	O 3.5  −165	U 3.5  +135
Dejounte Murray	O 19.5  −115	U 19.5  −115	Dejounte Murray	O 4.5  −145	U 4.5  +115	PLAYER	OVER	UNDER	Saddiq Bey	O 1.5  −160	U 1.5  +130
John Collins	O 11.5  −120	U 11.5  −110	John Collins	O 5.5  +105	U 5.5  −135	Desmond Bane	O 5.5  +110	U 5.5  −140	Stephen Curry	O 4.5  −125	U 4.5  −105
Kevon Looney	O 7.5  −115	U 7.5  −115	Kevon Looney	O 10.5  −125	U 10.5  −105	Devin Vassell	O 3.5  +120	U 3.5  −150	Trae Young	O 2.5  +100	U 2.5  −130
