BOS CelticsatMIL BucksTODAY 7:30PM			BOS CelticsatMIL BucksTODAY 7:30PM			BOS CelticsatMIL BucksTODAY 7:30PM			BOS CelticsatMIL BucksTODAY 7:30PM		
PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	PLAYER	OVER	UNDER
Al Horford	O 8.5  −125	U 8.5  −105	Al Horford	O 5.5  −135	U 5.5  +105	Al Horford	O 2.5  −150	U 2.5  +120	Al Horford	O 2.5  +125	U 2.5  −155
Brook Lopez	O 15.5  −115	U 15.5  −115	Brook Lopez	O 6.5  −135	U 6.5  +105	Giannis Antetokounmpo	O 5.5  −130	U 5.5  +100	Brook Lopez	O 1.5  +100	U 1.5  −130
Giannis Antetokounmpo	O 31.5  −110	U 31.5  −120	Giannis Antetokounmpo	O 12.5  −110	U 12.5  −120	Jaylen Brown	O 3.5  +135	U 3.5  −165	Giannis Antetokounmpo	O 0.5  −150	U 0.5  +120
Grayson Allen	O 9.5  −110	U 9.5  −120	Grayson Allen	O 2.5  −115	U 2.5  −115	Jayson Tatum	O 4.5  −130	U 4.5  +100	Grayson Allen	O 1.5  −175	U 1.5  +140
Jaylen Brown	O 26.5  −120	U 26.5  −110	Jaylen Brown	O 6.5  +120	U 6.5  −150	Jrue Holiday	O 6.5  −140	U 6.5  +110	Jaylen Brown	O 2.5  −105	U 2.5  −125
Jayson Tatum	O 28.5  −125	U 28.5  −105	Jayson Tatum	O 8.5  −140	U 8.5  +110	Khris Middleton	O 5.5  +125	U 5.5  −155	Jayson Tatum	O 3.5  +140	U 3.5  −175
Jrue Holiday	O 17.5  −125	U 17.5  −105	Jrue Holiday	O 4.5  +120	U 4.5  −150	Malcolm Brogdon	O 2.5  −145	U 2.5  +115	Jrue Holiday	O 2.5  +115	U 2.5  −145
Khris Middleton	O 18.5  −135	U 18.5  +105	Khris Middleton	O 4.5  −130	U 4.5  +100	Marcus Smart	O 5.5  +125	U 5.5  −155	Khris Middleton	O 1.5  −180	U 1.5  +145
Malcolm Brogdon	O 13.5  −110	U 13.5  −120	Malcolm Brogdon	O 4.5  +135	U 4.5  −165	NO PelicansatDEN NuggetsTODAY 10:00PM			Malcolm Brogdon	O 1.5  −130	U 1.5  +100
Marcus Smart	O 11.5  −120	U 11.5  −110	Marcus Smart	O 2.5  −125	U 2.5  −105	PLAYER	OVER	UNDER	Marcus Smart	O 1.5  −155	U 1.5  +125
NO PelicansatDEN NuggetsTODAY 10:00PM			NO PelicansatDEN NuggetsTODAY 10:00PM			Aaron Gordon	O 2.5  −175	U 2.5  +140	NO PelicansatDEN NuggetsTODAY 10:00PM		
PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	Brandon Ingram	O 6.5  +110	U 6.5  −140	PLAYER	OVER	UNDER
Aaron Gordon	O 14.5  −120	U 14.5  −110	Aaron Gordon	O 6.5  +115	U 6.5  −145	CJ McCollum	O 5.5  −120	U 5.5  −110	Aaron Gordon	O 0.5  −135	U 0.5  +105
Brandon Ingram	O 26.5  −110	U 26.5  −120	Brandon Ingram	O 5.5  +115	U 5.5  −145	Herbert Jones	O 2.5  +105	U 2.5  −135	Brandon Ingram	O 1.5  +120	U 1.5  −150
CJ McCollum	O 19.5  −115	U 19.5  −115	CJ McCollum	O 3.5  −140	U 3.5  +110	Jamal Murray	O 7.5  −120	U 7.5  −110	CJ McCollum	O 2.5  −135	U 2.5  +105
Herbert Jones	O 8.5  +100	U 8.5  −130	Herbert Jones	O 3.5  −135	U 3.5  +105	Kentavious Caldwell-Pope	O 2.5  −145	U 2.5  +115	Herbert Jones	O 0.5  −110	U 0.5  −120
Jamal Murray	O 22.5  −105	U 22.5  −125	Jamal Murray	O 4.5  +130	U 4.5  −160				Jamal Murray	O 2.5  −165	U 2.5  +135
Jonas Valanciunas	O 14.5  −115	U 14.5  −115	Jonas Valanciunas	O 10.5  −120	U 10.5  −110				Jonas Valanciunas	O 0.5  +190	U 0.5  −235
Josh Richardson	O 7.5  −125	U 7.5  −105	Josh Richardson	O 2.5  +145	U 2.5  −180				Josh Richardson	O 1.5  +145	U 1.5  −180
Kentavious Caldwell-Pope	O 9.5  +100	U 9.5  −130	Kentavious Caldwell-Pope	O 2.5  +105	U 2.5  −135				Kentavious Caldwell-Pope	O 1.5  +125	U 1.5  −155
Michael Porter Jr.	O 17.5  −110	U 17.5  −120	Michael Porter Jr.	O 5.5  −130	U 5.5  +100				Michael Porter Jr.	O 2.5  −145	U 2.5  +115
Naji Marshall	O 6.5  −130	U 6.5  +100	Naji Marshall	O 2.5  −130	U 2.5  +100				Naji Marshall	O 0.5  +110	U 0.5  −140
Trey Murphy III	O 15.5  −105	U 15.5  −125	Trey Murphy III	O 3.5  +120	U 3.5  −150				Trey Murphy III	O 2.5  −130	U 2.5  +100
