IND PacersatNY KnicksTODAY 1:10PM			IND PacersatNY KnicksTODAY 1:10PM			IND PacersatNY KnicksTODAY 1:10PM			IND PacersatNY KnicksTODAY 1:10PM		
PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	PLAYER	OVER	UNDER
Immanuel Quickley	O 21.5  +100	U 21.5  −130	Immanuel Quickley	O 4.5  −105	U 4.5  −125	Immanuel Quickley	O 4.5  +100	U 4.5  −130	Immanuel Quickley	O 2.5  −135	U 2.5  +105
Mitchell Robinson	O 8.5  +100	U 8.5  −130	Mitchell Robinson	O 9.5  −105	U 9.5  −125	Quentin Grimes	O 2.5  −130	U 2.5  +100	Obi Toppin	O 2.5  +115	U 2.5  −145
Obi Toppin	O 15.5  −125	U 15.5  −105	Obi Toppin	O 3.5  −165	U 3.5  +135	RJ Barrett	O 2.5  −145	U 2.5  +115	Quentin Grimes	O 2.5  −135	U 2.5  +105
Quentin Grimes	O 14.5  −145	U 14.5  +115	Quentin Grimes	O 3.5  −120	U 3.5  −110	ATL HawksatBOS CelticsTODAY 1:10PM			RJ Barrett	O 1.5  −125	U 1.5  −105
RJ Barrett	O 21.5  −120	U 21.5  −110	RJ Barrett	O 5.5  −110	U 5.5  −120	PLAYER	OVER	UNDER	ATL HawksatBOS CelticsTODAY 1:10PM		
ATL HawksatBOS CelticsTODAY 1:10PM			ATL HawksatBOS CelticsTODAY 1:10PM			Payton Pritchard	O 5.5  −105	U 5.5  −125	PLAYER	OVER	UNDER
PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	Sam Hauser	O 2.5  −160	U 2.5  +130	De'Andre Hunter	O 1.5  +175	U 1.5  −215
Blake Griffin	O 9.5  −105	U 9.5  −125	De'Andre Hunter	O 3.5  +100	U 3.5  −130	DET PistonsatCHI BullsTODAY 1:10PM			Mike Muscala	O 1.5  −180	U 1.5  +145
De'Andre Hunter	O 13.5  −125	U 13.5  −105	Mike Muscala	O 6.5  +120	U 6.5  −150	PLAYER	OVER	UNDER	Payton Pritchard	O 3.5  +135	U 3.5  −165
Mike Muscala	O 11.5  −115	U 11.5  −115	Onyeka Okongwu	O 8.5  −140	U 8.5  +110	Cory Joseph	O 3.5  −140	U 3.5  +110	Saddiq Bey	O 2.5  +145	U 2.5  −180
Onyeka Okongwu	O 15.5  −125	U 15.5  −105	Payton Pritchard	O 4.5  +105	U 4.5  −135	Jaden Ivey	O 7.5  +110	U 7.5  −140	Sam Hauser	O 3.5  −160	U 3.5  +130
Payton Pritchard	O 17.5  −105	U 17.5  −125	Saddiq Bey	O 5.5  +140	U 5.5  −175	Killian Hayes	O 6.5  −135	U 6.5  +105	DET PistonsatCHI BullsTODAY 1:10PM		
Saddiq Bey	O 14.5  −115	U 14.5  −115	Sam Hauser	O 5.5  +105	U 5.5  −135	PHI 76ersatBKN NetsTODAY 1:10PM			PLAYER	OVER	UNDER
Sam Hauser	O 15.5  −130	U 15.5  +100	DET PistonsatCHI BullsTODAY 1:10PM			PLAYER	OVER	UNDER	Cory Joseph	O 1.5  −145	U 1.5  +115
DET PistonsatCHI BullsTODAY 1:10PM			PLAYER	OVER	UNDER	Jaden Springer	O 3.5  +105	U 3.5  −135	Jaden Ivey	O 2.5  −110	U 2.5  −120
PLAYER	OVER	UNDER	Cory Joseph	O 2.5  −120	U 2.5  −110	Shake Milton	O 8.5  −115	U 8.5  −115	James Wiseman	O 0.5  +440	U 0.5  −625
Cory Joseph	O 10.5  −115	U 10.5  −115	Jaden Ivey	O 3.5  −135	U 3.5  +105	CHA HornetsatCLE CavaliersTODAY 1:10PM			Killian Hayes	O 1.5  +160	U 1.5  −195
Jaden Ivey	O 22.5  −115	U 22.5  −115	Jalen Duren	O 10.5  +100	U 10.5  −130	PLAYER	OVER	UNDER	PHI 76ersatBKN NetsTODAY 1:10PM		
Jalen Duren	O 12.5  −125	U 12.5  −105	James Wiseman	O 6.5  −150	U 6.5  +120	Bryce McGowens	O 2.5  +125	U 2.5  −155	PLAYER	OVER	UNDER
James Wiseman	O 12.5  −105	U 12.5  −125	Killian Hayes	O 3.5  −120	U 3.5  −110	Cedi Osman	O 3.5  +125	U 3.5  −155	Jaden Springer	O 1.5  +110	U 1.5  −140
Killian Hayes	O 13.5  −120	U 13.5  −110	PHI 76ersatBKN NetsTODAY 1:10PM			Evan Mobley	O 2.5  −120	U 2.5  −110	Jalen McDaniels	O 1.5  +100	U 1.5  −130
PHI 76ersatBKN NetsTODAY 1:10PM			PLAYER	OVER	UNDER	Raul Neto	O 5.5  −135	U 5.5  +105	Shake Milton	O 1.5  −120	U 1.5  −110
PLAYER	OVER	UNDER	Jaden Springer	O 3.5  −165	U 3.5  +135	Ricky Rubio	O 6.5  −120	U 6.5  −110	CHA HornetsatCLE CavaliersTODAY 1:10PM		
Jaden Springer	O 14.5  −105	U 14.5  −125	Jalen McDaniels	O 7.5  +110	U 7.5  −140	Svi Mykhailiuk	O 4.5  +100	U 4.5  −130	PLAYER	OVER	UNDER
Jalen McDaniels	O 16.5  −120	U 16.5  −110	Paul Reed	O 9.5  −115	U 9.5  −115	Theo Maledon	O 8.5  −135	U 8.5  +105	Bryce McGowens	O 1.5  +115	U 1.5  −145
Paul Reed	O 13.5  −115	U 13.5  −115	Shake Milton	O 4.5  +120	U 4.5  −150	ORL MagicatMIA HeatTODAY 1:10PM			Cedi Osman	O 2.5  −175	U 2.5  +140
Shake Milton	O 15.5  −145	U 15.5  +115	CHA HornetsatCLE CavaliersTODAY 1:10PM			PLAYER	OVER	UNDER	Danny Green	O 2.5  +105	U 2.5  −135
CHA HornetsatCLE CavaliersTODAY 1:10PM			PLAYER	OVER	UNDER	Tyler Herro	O 2.5  −140	U 2.5  +110	Dean Wade	O 1.5  +105	U 1.5  −135
PLAYER	OVER	UNDER	Bryce McGowens	O 3.5  −130	U 3.5  +100	HOU RocketsatWAS WizardsTODAY 1:10PM			Evan Mobley	O 0.5  +270	U 0.5  −350
Bryce McGowens	O 12.5  +100	U 12.5  −130	Cedi Osman	O 3.5  −130	U 3.5  +100	PLAYER	OVER	UNDER	JT Thor	O 1.5  −120	U 1.5  −110
Cedi Osman	O 17.5  −110	U 17.5  −120	Dean Wade	O 4.5  −120	U 4.5  −110	Alperen Sengun	O 4.5  −125	U 4.5  −105	Lamar Stevens	O 0.5  −180	U 0.5  +145
Dean Wade	O 7.5  −115	U 7.5  −115	Evan Mobley	O 6.5  +100	U 6.5  −130	Jalen Green	O 4.5  −115	U 4.5  −115	Raul Neto	O 0.5  +105	U 0.5  −135
Evan Mobley	O 12.5  −120	U 12.5  −110	Jarrett Allen	O 6.5  −130	U 6.5  +100	Johnny Davis	O 3.5  +130	U 3.5  −160	Ricky Rubio	O 1.5  +190	U 1.5  −235
Jarrett Allen	O 11.5  −115	U 11.5  −115	JT Thor	O 4.5  +130	U 4.5  −160	Jordan Goodwin	O 6.5  −130	U 6.5  +100	Svi Mykhailiuk	O 2.5  −145	U 2.5  +115
JT Thor	O 11.5  −115	U 11.5  −115	Lamar Stevens	O 4.5  −155	U 4.5  +125	UTA JazzatLA LakersTODAY 3:40PM			Theo Maledon	O 1.5  −120	U 1.5  −110
Lamar Stevens	O 10.5  +105	U 10.5  −135	Raul Neto	O 2.5  +130	U 2.5  −160	PLAYER	OVER	UNDER	ORL MagicatMIA HeatTODAY 1:10PM		
Raul Neto	O 9.5  −120	U 9.5  −110	Ricky Rubio	O 2.5  −115	U 2.5  −115	Anthony Davis	O 2.5  −110	U 2.5  −120	PLAYER	OVER	UNDER
Ricky Rubio	O 9.5  −120	U 9.5  −110	Svi Mykhailiuk	O 3.5  −120	U 3.5  −110	Austin Reaves	O 4.5  −120	U 4.5  −110	Tyler Herro	O 1.5  −140	U 1.5  +110
Svi Mykhailiuk	O 16.5  −130	U 16.5  −105	Theo Maledon	O 4.5  −125	U 4.5  −105	D'Angelo Russell	O 5.5  −140	U 5.5  +110	HOU RocketsatWAS WizardsTODAY 1:10PM		
Theo Maledon	O 16.5  −105	U 16.5  −125	ORL MagicatMIA HeatTODAY 1:10PM			LeBron James	O 6.5  +100	U 6.5  −130	PLAYER	OVER	UNDER
ORL MagicatMIA HeatTODAY 1:10PM			PLAYER	OVER	UNDER	GS WarriorsatPOR Trail BlazersTODAY 3:40PM			Alperen Sengun	O 0.5  +250	U 0.5  −320
PLAYER	OVER	UNDER	Tyler Herro	O 2.5  −160	U 2.5  +130	PLAYER	OVER	UNDER	Corey Kispert	O 3.5  +115	U 3.5  −145
Tyler Herro	O 13.5  −105	U 13.5  −125	HOU RocketsatWAS WizardsTODAY 1:10PM			Donte DiVincenzo	O 3.5  −125	U 3.5  −105	Jabari Smith	O 1.5  −120	U 1.5  −110
HOU RocketsatWAS WizardsTODAY 1:10PM			PLAYER	OVER	UNDER	Draymond Green	O 6.5  −150	U 6.5  +120	Jalen Green	O 2.5  −120	U 2.5  −110
PLAYER	OVER	UNDER	Alperen Sengun	O 10.5  −125	U 10.5  −105	Jordan Poole	O 4.5  +125	U 4.5  −155	Johnny Davis	O 1.5  −180	U 1.5  +145
Alperen Sengun	O 15.5  −125	U 15.5  −105	Corey Kispert	O 3.5  −120	U 3.5  −110	Klay Thompson	O 2.5  +155	U 2.5  −190	Jordan Goodwin	O 1.5  +135	U 1.5  −165
Corey Kispert	O 17.5  −110	U 17.5  −120	Jabari Smith	O 7.5  −140	U 7.5  +110	Stephen Curry	O 5.5  −130	U 5.5  +100	Kenyon Martin Jr.	O 0.5  −150	U 0.5  +120
Jabari Smith	O 15.5  −120	U 15.5  −110	Jalen Green	O 3.5  −120	U 3.5  −110	LA ClippersatPHO SunsTODAY 3:40PM			UTA JazzatLA LakersTODAY 3:40PM		
Jalen Green	O 25.5  −110	U 25.5  −120	Johnny Davis	O 5.5  −110	U 5.5  −120	PLAYER	OVER	UNDER	PLAYER	OVER	UNDER
Johnny Davis	O 18.5  −145	U 18.5  +115	Jordan Goodwin	O 5.5  −140	U 5.5  +110	Jock Landale	O 2.5  −145	U 2.5  +115	Anthony Davis	O 0.5  +285	U 0.5  −375
Jordan Goodwin	O 14.5  −125	U 14.5  −105	Kenyon Martin Jr.	O 5.5  −140	U 5.5  +110	Josh Okogie	O 2.5  −150	U 2.5  +120	Austin Reaves	O 1.5  +125	U 1.5  −155
Kenyon Martin Jr.	O 15.5  +110	U 15.5  −140	UTA JazzatLA LakersTODAY 3:40PM			Kawhi Leonard	O 3.5  −150	U 3.5  +120	D'Angelo Russell	O 2.5  −135	U 2.5  +105
UTA JazzatLA LakersTODAY 3:40PM			PLAYER	OVER	UNDER	Norman Powell	O 2.5  +145	U 2.5  −180	Jarred Vanderbilt	O 0.5  +205	U 0.5  −255
PLAYER	OVER	UNDER	Anthony Davis	O 12.5  −120	U 12.5  −110	Russell Westbrook	O 7.5  −115	U 7.5  −115	LeBron James	O 2.5  +115	U 2.5  −145
Anthony Davis	O 23.5  −115	U 23.5  −115	Austin Reaves	O 3.5  +110	U 3.5  −140	Torrey Craig	O 2.5  +140	U 2.5  −175	GS WarriorsatPOR Trail BlazersTODAY 3:40PM		
Austin Reaves	O 16.5  −120	U 16.5  −110	D'Angelo Russell	O 2.5  −135	U 2.5  +105	NO PelicansatMIN TimberwolvesTODAY 3:40PM			PLAYER	OVER	UNDER
D'Angelo Russell	O 18.5  −120	U 18.5  −110	Jarred Vanderbilt	O 5.5  −140	U 5.5  +110	PLAYER	OVER	UNDER	Donte DiVincenzo	O 2.5  +130	U 2.5  −160
LeBron James	O 25.5  −105	U 25.5  −125	LeBron James	O 7.5  −125	U 7.5  −105	Anthony Edwards	O 4.5  +105	U 4.5  −135	Draymond Green	O 0.5  +120	U 0.5  −150
GS WarriorsatPOR Trail BlazersTODAY 3:40PM			GS WarriorsatPOR Trail BlazersTODAY 3:40PM			Brandon Ingram	O 6.5  −120	U 6.5  −110	Jordan Poole	O 2.5  +100	U 2.5  −130
PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	CJ McCollum	O 5.5  +120	U 5.5  −150	Klay Thompson	O 4.5  −115	U 4.5  −115
Donte DiVincenzo	O 11.5  −115	U 11.5  −115	Donte DiVincenzo	O 5.5  +110	U 5.5  −140	Herbert Jones	O 2.5  −125	U 2.5  −105	Stephen Curry	O 4.5  +105	U 4.5  −135
Draymond Green	O 8.5  −110	U 8.5  −120	Draymond Green	O 7.5  +110	U 7.5  −140	Karl-Anthony Towns	O 4.5  +105	U 4.5  −135	LA ClippersatPHO SunsTODAY 3:40PM		
