MIL BucksatORL MagicTODAY 7:10PM			MIL BucksatORL MagicTODAY 7:10PM			MIL BucksatORL MagicTODAY 7:10PM			MIL BucksatORL MagicTODAY 7:10PM		
PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	PLAYER	OVER	UNDER
Bobby Portis	O 16.5  −115	U 16.5  −115	Bobby Portis	O 9.5  −135	U 9.5  +105	Franz Wagner	O 2.5  −140	U 2.5  +110	Bobby Portis	O 1.5  +155	U 1.5  −190
Brook Lopez	O 17.5  −125	U 17.5  −105	Brook Lopez	O 8.5  +110	U 8.5  −140	Grayson Allen	O 2.5  −140	U 2.5  +110	Brook Lopez	O 1.5  −175	U 1.5  +140
Franz Wagner	O 17.5  +100	U 17.5  −130	Franz Wagner	O 3.5  −145	U 3.5  +115	Khris Middleton	O 5.5  −140	U 5.5  +110	Franz Wagner	O 1.5  −135	U 1.5  +105
Grayson Allen	O 11.5  −120	U 11.5  −110	Grayson Allen	O 3.5  +120	U 3.5  −150	Markelle Fultz	O 5.5  +110	U 5.5  −140	Grayson Allen	O 2.5  +110	U 2.5  −140
Khris Middleton	O 17.5  −145	U 17.5  +115	Khris Middleton	O 4.5  −145	U 4.5  +115	Paolo Banchero	O 3.5  +130	U 3.5  −160	Khris Middleton	O 1.5  −190	U 1.5  +155
Markelle Fultz	O 14.5  −115	U 14.5  −115	Markelle Fultz	O 4.5  −145	U 4.5  +115	WAS WizardsatDET PistonsTODAY 7:10PM			Markelle Fultz	O 0.5  +165	U 0.5  −205
Paolo Banchero	O 19.5  −125	U 19.5  −105	Paolo Banchero	O 7.5  +100	U 7.5  −130	PLAYER	OVER	UNDER	Paolo Banchero	O 0.5  −195	U 0.5  +160
Pat Connaughton	O 9.5  −120	U 9.5  −110	Pat Connaughton	O 5.5  −140	U 5.5  +110	Bradley Beal	O 6.5  +100	U 6.5  −130	Pat Connaughton	O 1.5  −175	U 1.5  +140
WAS WizardsatDET PistonsTODAY 7:10PM			WAS WizardsatDET PistonsTODAY 7:10PM			Delon Wright	O 4.5  −145	U 4.5  +115	WAS WizardsatDET PistonsTODAY 7:10PM		
PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	Jaden Ivey	O 6.5  −140	U 6.5  +110	PLAYER	OVER	UNDER
Bradley Beal	O 24.5  −125	U 24.5  −105	Bradley Beal	O 4.5  +125	U 4.5  −155	Kristaps Porzingis	O 3.5  +125	U 3.5  −155	Bradley Beal	O 1.5  −160	U 1.5  +130
Daniel Gafford	O 9.5  −125	U 9.5  −105	Daniel Gafford	O 6.5  −135	U 6.5  +105	PHI 76ersatMIN TimberwolvesTODAY 7:30PM			Delon Wright	O 1.5  +180	U 1.5  −220
Delon Wright	O 8.5  −110	U 8.5  −120	Delon Wright	O 4.5  +125	U 4.5  −155	PLAYER	OVER	UNDER	Isaiah Livers	O 1.5  −190	U 1.5  +155
Isaiah Livers	O 9.5  −125	U 9.5  −105	Isaiah Livers	O 3.5  −120	U 3.5  −110	Anthony Edwards	O 4.5  +125	U 4.5  −155	Jaden Ivey	O 1.5  −130	U 1.5  +100
Jaden Ivey	O 17.5  −115	U 17.5  −115	Jaden Ivey	O 3.5  −150	U 3.5  +120	Joel Embiid	O 4.5  +100	U 4.5  −130	James Wiseman	O 0.5  +370	U 0.5  −500
James Wiseman	O 13.5  −130	U 13.5  +100	James Wiseman	O 7.5  −130	U 7.5  +100	Kyle Anderson	O 4.5  +105	U 4.5  −135	Kristaps Porzingis	O 2.5  +155	U 2.5  −190
Kristaps Porzingis	O 23.5  −120	U 23.5  −110	Kristaps Porzingis	O 9.5  +110	U 9.5  −140	Mike Conley	O 5.5  −130	U 5.5  +100	Marvin Bagley	O 0.5  +145	U 0.5  −180
Marvin Bagley	O 18.5  −115	U 18.5  −115	Marvin Bagley	O 10.5  +115	U 10.5  −145	CHA HornetsatNY KnicksTODAY 7:40PM			PHI 76ersatMIN TimberwolvesTODAY 7:30PM		
PHI 76ersatMIN TimberwolvesTODAY 7:30PM			PHI 76ersatMIN TimberwolvesTODAY 7:30PM			PLAYER	OVER	UNDER	PLAYER	OVER	UNDER
PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	Dennis Smith Jr.	O 5.5  −115	U 5.5  −115	Anthony Edwards	O 2.5  −110	U 2.5  −120
