DEN NuggetsatDET PistonsTODAY 7:10PM			DEN NuggetsatDET PistonsTODAY 7:10PM			DEN NuggetsatDET PistonsTODAY 7:10PM			DEN NuggetsatDET PistonsTODAY 7:10PM		
PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	PLAYER	OVER	UNDER
Aaron Gordon	O 15.5  −125	U 15.5  −105	Aaron Gordon	O 6.5  +115	U 6.5  −145	Aaron Gordon	O 3.5  +135	U 3.5  −165	Aaron Gordon	O 0.5  −180	U 0.5  +145
Bruce Brown	O 9.5  −120	U 9.5  −110	Bruce Brown	O 3.5  −130	U 3.5  +100	Bruce Brown	O 2.5  +120	U 2.5  −150	Bruce Brown	O 0.5  −185	U 0.5  +150
Jaden Ivey	O 17.5  −125	U 17.5  −105	Jaden Ivey	O 3.5  −145	U 3.5  +115	Jaden Ivey	O 5.5  +110	U 5.5  −140	Jaden Ivey	O 1.5  −110	U 1.5  −120
Jamal Murray	O 20.5  −125	U 20.5  −105	Jamal Murray	O 3.5  −120	U 3.5  −110	Jamal Murray	O 6.5  +100	U 6.5  −130	Jamal Murray	O 2.5  −130	U 2.5  +100
James Wiseman	O 14.5  −105	U 14.5  −125	James Wiseman	O 8.5  −110	U 8.5  −120	Kentavious Caldwell-Pope	O 3.5  +140	U 3.5  −175	James Wiseman	O 0.5  +300	U 0.5  −400
Kentavious Caldwell-Pope	O 9.5  −120	U 9.5  −110	Kentavious Caldwell-Pope	O 2.5  +110	U 2.5  −140	Killian Hayes	O 6.5  −135	U 6.5  +105	Kentavious Caldwell-Pope	O 1.5  +105	U 1.5  −135
Killian Hayes	O 13.5  +115	U 13.5  −145	Killian Hayes	O 2.5  −150	U 2.5  +120	Nikola Jokic	O 9.5  −145	U 9.5  +115	Killian Hayes	O 0.5  −205	U 0.5  +165
Michael Porter Jr.	O 17.5  −115	U 17.5  −115	Michael Porter Jr.	O 4.5  −155	U 4.5  +125	OKC ThunderatTOR RaptorsTODAY 7:40PM			Michael Porter Jr.	O 2.5  −175	U 2.5  +140
Nikola Jokic	O 22.5  −140	U 22.5  +110	Nikola Jokic	O 12.5  −105	U 12.5  −125	PLAYER	OVER	UNDER	Nikola Jokic	O 0.5  −110	U 0.5  −120
OKC ThunderatTOR RaptorsTODAY 7:40PM			OKC ThunderatTOR RaptorsTODAY 7:40PM			Fred VanVleet	O 8.5  +115	U 8.5  −145	OKC ThunderatTOR RaptorsTODAY 7:40PM		
PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	Jakob Poeltl	O 2.5  −135	U 2.5  +105	PLAYER	OVER	UNDER
Fred VanVleet	O 20.5  +100	U 20.5  −130	Fred VanVleet	O 3.5  −165	U 3.5  +135	Jalen Williams	O 3.5  −105	U 3.5  −125	Fred VanVleet	O 3.5  +130	U 3.5  −160
Gary Trent Jr.	O 12.5  −115	U 12.5  −115	Gary Trent Jr.	O 2.5  +110	U 2.5  −140	Josh Giddey	O 6.5  +110	U 6.5  −140	Gary Trent Jr.	O 1.5  −120	U 1.5  −110
Isaiah Joe	O 9.5  −120	U 9.5  −110	Isaiah Joe	O 2.5  −120	U 2.5  −110	Pascal Siakam	O 4.5  −155	U 4.5  +125	Isaiah Joe	O 2.5  +135	U 2.5  −165
Jakob Poeltl	O 13.5  −105	U 13.5  −125	Jakob Poeltl	O 10.5  −105	U 10.5  −125	Scottie Barnes	O 4.5  −115	U 4.5  −115	Jalen Williams	O 1.5  +180	U 1.5  −220
Jalen Williams	O 15.5  −120	U 15.5  −110	Jalen Williams	O 5.5  +125	U 5.5  −155	Shai Gilgeous-Alexander	O 5.5  +115	U 5.5  −145	Josh Giddey	O 0.5  −195	U 0.5  +160
Josh Giddey	O 16.5  −110	U 16.5  −120	Josh Giddey	O 7.5  −130	U 7.5  +100	SAC KingsatBKN NetsTODAY 7:40PM			Luguentz Dort	O 1.5  −160	U 1.5  +130
