IND PacersatBOS CelticsTODAY 7:10PM			IND PacersatBOS CelticsTODAY 7:10PM			IND PacersatBOS CelticsTODAY 7:10PM			IND PacersatBOS CelticsTODAY 7:10PM		
PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	PLAYER	OVER	UNDER
Al Horford	O 9.5  −115	U 9.5  −115	Al Horford	O 5.5  −130	U 5.5  +100	Al Horford	O 2.5  −140	U 2.5  +110	Al Horford	O 2.5  +135	U 2.5  −165
Buddy Hield	O 14.5  −105	U 14.5  −125	Buddy Hield	O 4.5  −140	U 4.5  +110	Jaylen Brown	O 3.5  +105	U 3.5  −135	Buddy Hield	O 2.5  −150	U 2.5  +120
Jaylen Brown	O 26.5  −115	U 26.5  −115	Jaylen Brown	O 5.5  −150	U 5.5  +120	Jayson Tatum	O 4.5  −140	U 4.5  +110	Jaylen Brown	O 2.5  −125	U 2.5  −105
Jayson Tatum	O 30.5  −120	U 30.5  −110	Jayson Tatum	O 8.5  −130	U 8.5  +100	Malcolm Brogdon	O 2.5  −175	U 2.5  +140	Jayson Tatum	O 3.5  +135	U 3.5  −165
Malcolm Brogdon	O 12.5  −105	U 12.5  −125	Malcolm Brogdon	O 3.5  +105	U 3.5  −135	Marcus Smart	O 5.5  −105	U 5.5  −125	Malcolm Brogdon	O 1.5  −125	U 1.5  −105
Marcus Smart	O 11.5  −120	U 11.5  −110	Marcus Smart	O 2.5  −130	U 2.5  +100	SA SpursatWAS WizardsTODAY 7:10PM			Marcus Smart	O 1.5  −155	U 1.5  +125
Myles Turner	O 16.5  −105	U 16.5  −125	Myles Turner	O 7.5  +105	U 7.5  −135	PLAYER	OVER	UNDER	Myles Turner	O 1.5  +155	U 1.5  −190
SA SpursatWAS WizardsTODAY 7:10PM			SA SpursatWAS WizardsTODAY 7:10PM			Blake Wesley	O 2.5  +100	U 2.5  −130	SA SpursatWAS WizardsTODAY 7:10PM		
PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	Delon Wright	O 3.5  −145	U 3.5  +115	PLAYER	OVER	UNDER
Blake Wesley	O 6.5  −135	U 6.5  +105	Blake Wesley	O 2.5  +100	U 2.5  −130	Deni Avdija	O 3.5  −135	U 3.5  +105	Blake Wesley	O 0.5  +105	U 0.5  −135
Corey Kispert	O 13.5  −110	U 13.5  −120	Corey Kispert	O 3.5  +110	U 3.5  −140	Jordan Goodwin	O 2.5  −150	U 2.5  +120	Corey Kispert	O 2.5  −125	U 2.5  −105
Daniel Gafford	O 11.5  −125	U 11.5  −105	Daniel Gafford	O 6.5  −120	U 6.5  −110	Keldon Johnson	O 2.5  −140	U 2.5  +110	Delon Wright	O 0.5  −115	U 0.5  −115
Delon Wright	O 7.5  +100	U 7.5  −130	Delon Wright	O 3.5  +135	U 3.5  −165	Kristaps Porzingis	O 3.5  +105	U 3.5  −135	Deni Avdija	O 1.5  +120	U 1.5  −150
Deni Avdija	O 13.5  −125	U 13.5  −105	Deni Avdija	O 7.5  −135	U 7.5  +105	Monte Morris	O 6.5  +105	U 6.5  −135	Jordan Goodwin	O 0.5  +105	U 0.5  −135
Jordan Goodwin	O 7.5  +100	U 7.5  −130	Jordan Goodwin	O 3.5  −125	U 3.5  −105	Tre Jones	O 5.5  −135	U 5.5  −105	Keita Bates-Diop	O 0.5  −150	U 0.5  +120
Keita Bates-Diop	O 10.5  −110	U 10.5  −120	Keita Bates-Diop	O 4.5  −140	U 4.5  +110	DET PistonsatTOR RaptorsTODAY 7:40PM			Keldon Johnson	O 2.5  +130	U 2.5  −160
Keldon Johnson	O 22.5  −105	U 22.5  −125	Keldon Johnson	O 6.5  +110	U 6.5  −140	PLAYER	OVER	UNDER	Kristaps Porzingis	O 2.5  −105	U 2.5  −125
Kristaps Porzingis	O 28.5  +105	U 28.5  −135	Kristaps Porzingis	O 8.5  −105	U 8.5  −125	Fred VanVleet	O 8.5  +110	U 8.5  −140	Malaki Branham	O 1.5  +175	U 1.5  −215
Malaki Branham	O 11.5  −105	U 11.5  −125	Malaki Branham	O 3.5  −125	U 3.5  −105	Jaden Ivey	O 5.5  −135	U 5.5  +105	Monte Morris	O 1.5  +135	U 1.5  −165
Monte Morris	O 12.5  −105	U 12.5  −125	Monte Morris	O 3.5  −110	U 3.5  −120	Jakob Poeltl	O 3.5  +155	U 3.5  −190	Sandro Mamukelashvili	O 1.5  +110	U 1.5  −140
Sandro Mamukelashvili	O 10.5  −130	U 10.5  +100	Sandro Mamukelashvili	O 7.5  +115	U 7.5  −145	Killian Hayes	O 8.5  +115	U 8.5  −145	Tre Jones	O 0.5  +120	U 0.5  −150
Tre Jones	O 12.5  −110	U 12.5  −120	Tre Jones	O 3.5  −120	U 3.5  −110	Pascal Siakam	O 5.5  +120	U 5.5  −150	DET PistonsatTOR RaptorsTODAY 7:40PM		
DET PistonsatTOR RaptorsTODAY 7:40PM			DET PistonsatTOR RaptorsTODAY 7:40PM			Will Barton	O 2.5  −110	U 2.5  −120	PLAYER	OVER	UNDER
PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	HOU RocketsatMEM GrizzliesTODAY 8:10PM			Chris Boucher	O 0.5  −195	U 0.5  +160
Chris Boucher	O 11.5  −130	U 11.5  +100	Chris Boucher	O 7.5  +105	U 7.5  −135	PLAYER	OVER	UNDER	Fred VanVleet	O 3.5  +110	U 3.5  −140
Fred VanVleet	O 22.5  −115	U 22.5  −115	Fred VanVleet	O 4.5  +130	U 4.5  −160	Alperen Sengun	O 4.5  +130	U 4.5  −160	Jaden Ivey	O 1.5  −195	U 1.5  +160
Jaden Ivey	O 17.5  −110	U 17.5  −120	Jaden Ivey	O 3.5  +100	U 3.5  −130	Desmond Bane	O 3.5  −165	U 3.5  +135	James Wiseman	O 0.5  +300	U 0.5  −400
Jakob Poeltl	O 17.5  −105	U 17.5  −125	Jakob Poeltl	O 11.5  −110	U 11.5  −120	Jalen Green	O 3.5  +130	U 3.5  −160	Killian Hayes	O 1.5  +165	U 1.5  −205
Jalen Duren	O 8.5  −110	U 8.5  −120	Jalen Duren	O 7.5  +110	U 7.5  −140	Kevin Porter Jr.	O 6.5  +115	U 6.5  −145	Marvin Bagley	O 0.5  −120	U 0.5  −110
James Wiseman	O 13.5  −125	U 13.5  −105	James Wiseman	O 7.5  −140	U 7.5  +110	CHA HornetsatDAL MavericksTODAY 8:40PM			OG Anunoby	O 2.5  +120	U 2.5  −150
Killian Hayes	O 13.5  +105	U 13.5  −135	Killian Hayes	O 2.5  −155	U 2.5  +125	PLAYER	OVER	UNDER	Will Barton	O 1.5  −110	U 1.5  −120
Marvin Bagley	O 14.5  −130	U 14.5  +100	Marvin Bagley	O 7.5  −115	U 7.5  −115	Gordon Hayward	O 4.5  −155	U 4.5  +125	HOU RocketsatMEM GrizzliesTODAY 8:10PM		
OG Anunoby	O 16.5  −115	U 16.5  −115	OG Anunoby	O 4.5  −145	U 4.5  +115	Josh Green	O 2.5  +140	U 2.5  −175	PLAYER	OVER	UNDER
Pascal Siakam	O 25.5  −110	U 25.5  −120	Pascal Siakam	O 8.5  +105	U 8.5  −135	Luka Doncic	O 8.5  −110	U 8.5  −120	Alperen Sengun	O 0.5  +320	U 0.5  −425
