BKN NetsatDEN NuggetsTODAY 3:40PM			BKN NetsatDEN NuggetsTODAY 3:40PM			BKN NetsatDEN NuggetsTODAY 3:40PM			BKN NetsatDEN NuggetsTODAY 3:40PM		
PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	PLAYER	OVER	UNDER
Aaron Gordon	O 14.5  −125	U 14.5  −105	Aaron Gordon	O 6.5  +100	U 6.5  −130	Aaron Gordon	O 2.5  −130	U 2.5  +100	Aaron Gordon	O 0.5  −130	U 0.5  +100
Bruce Brown	O 9.5  −125	U 9.5  −105	Bruce Brown	O 3.5  +105	U 3.5  −135	Jamal Murray	O 6.5  +125	U 6.5  −155	Bruce Brown	O 0.5  −215	U 0.5  +175
Cameron Johnson	O 15.5  −115	U 15.5  −115	Cameron Johnson	O 4.5  +105	U 4.5  −135	Kentavious Caldwell-Pope	O 2.5  −135	U 2.5  +105	Cameron Johnson	O 2.5  +110	U 2.5  −140
Dorian Finney-Smith	O 7.5  −125	U 7.5  −105	Dorian Finney-Smith	O 4.5  −130	U 4.5  +100	Mikal Bridges	O 3.5  +120	U 3.5  −150	Dorian Finney-Smith	O 1.5  +115	U 1.5  −145
Jamal Murray	O 21.5  −135	U 21.5  +105	Jamal Murray	O 4.5  +135	U 4.5  −165	Nikola Jokic	O 10.5  +115	U 10.5  −145	Jamal Murray	O 2.5  −135	U 2.5  +105
Kentavious Caldwell-Pope	O 10.5  −110	U 10.5  −120	Kentavious Caldwell-Pope	O 2.5  +115	U 2.5  −145	Reggie Jackson	O 2.5  −110	U 2.5  −120	Kentavious Caldwell-Pope	O 1.5  +100	U 1.5  −130
Michael Porter Jr.	O 15.5  −115	U 15.5  −115	Michael Porter Jr.	O 4.5  −140	U 4.5  +110	Royce O'Neale	O 2.5  −135	U 2.5  +105	Michael Porter Jr.	O 2.5  −110	U 2.5  −120
Mikal Bridges	O 24.5  −145	U 24.5  +115	Mikal Bridges	O 4.5  −130	U 4.5  +100	Spencer Dinwiddie	O 6.5  −150	U 6.5  +120	Mikal Bridges	O 2.5  +150	U 2.5  −185
Nicolas Claxton	O 10.5  −130	U 10.5  +100	Nicolas Claxton	O 9.5  +105	U 9.5  −135	CLE CavaliersatCHA HornetsTODAY 5:10PM			Nikola Jokic	O 0.5  −160	U 0.5  +130
Nikola Jokic	O 22.5  −125	U 22.5  −105	Nikola Jokic	O 12.5  −150	U 12.5  +120	PLAYER	OVER	UNDER	Reggie Jackson	O 1.5  +180	U 1.5  −220
Reggie Jackson	O 7.5  −115	U 7.5  −115	Royce O'Neale	O 4.5  +105	U 4.5  −135	Dennis Smith Jr.	O 5.5  +125	U 5.5  −155	Royce O'Neale	O 1.5  +100	U 1.5  −130
Royce O'Neale	O 7.5  +100	U 7.5  −130	Spencer Dinwiddie	O 3.5  +120	U 3.5  −150	Donovan Mitchell	O 4.5  −140	U 4.5  +110	Spencer Dinwiddie	O 2.5  +115	U 2.5  −145
Spencer Dinwiddie	O 19.5  −105	U 19.5  −125	CLE CavaliersatCHA HornetsTODAY 5:10PM			Evan Mobley	O 2.5  −150	U 2.5  +120	CLE CavaliersatCHA HornetsTODAY 5:10PM		
CLE CavaliersatCHA HornetsTODAY 5:10PM			PLAYER	OVER	UNDER	Gordon Hayward	O 4.5  −130	U 4.5  +100	PLAYER	OVER	UNDER
PLAYER	OVER	UNDER	Dennis Smith Jr.	O 2.5  −150	U 2.5  +120	PJ Washington	O 2.5  +110	U 2.5  −140	Dennis Smith Jr.	O 0.5  +125	U 0.5  −155
Dennis Smith Jr.	O 9.5  +105	U 9.5  −135	Donovan Mitchell	O 4.5  −105	U 4.5  −125	Terry Rozier	O 5.5  −110	U 5.5  −120	Donovan Mitchell	O 3.5  −120	U 3.5  −110
Donovan Mitchell	O 29.5  −110	U 29.5  −120	Evan Mobley	O 11.5  −120	U 11.5  −110	WAS WizardsatPHI 76ersTODAY 6:10PM			Evan Mobley	O 0.5  +160	U 0.5  −195
Evan Mobley	O 20.5  −105	U 20.5  −125	Gordon Hayward	O 4.5  +100	U 4.5  −130	PLAYER	OVER	UNDER	Gordon Hayward	O 1.5  +190	U 1.5  −235
Gordon Hayward	O 14.5  −115	U 14.5  −115	Isaac Okoro	O 3.5  +110	U 3.5  −140	Bradley Beal	O 5.5  +110	U 5.5  −140	Isaac Okoro	O 0.5  −210	U 0.5  +170
Isaac Okoro	O 8.5  −135	U 8.5  +105	Kelly Oubre Jr.	O 5.5  −130	U 5.5  +100	Delon Wright	O 3.5  −120	U 3.5  −110	Kelly Oubre Jr.	O 2.5  −125	U 2.5  −105
Kelly Oubre Jr.	O 21.5  −105	U 21.5  −125	Nick Richards	O 8.5  −130	U 8.5  +100	James Harden	O 10.5  +105	U 10.5  −135	PJ Washington	O 1.5  −165	U 1.5  +135
Nick Richards	O 9.5  −115	U 9.5  −115	PJ Washington	O 5.5  +120	U 5.5  −150	Joel Embiid	O 3.5  −140	U 3.5  +110	Terry Rozier	O 2.5  +100	U 2.5  −130
PJ Washington	O 15.5  −110	U 15.5  −120	Terry Rozier	O 4.5  +100	U 4.5  −130	Kristaps Porzingis	O 2.5  +125	U 2.5  −155	WAS WizardsatPHI 76ersTODAY 6:10PM		
Terry Rozier	O 20.5  −115	U 20.5  −115	WAS WizardsatPHI 76ersTODAY 6:10PM			Kyle Kuzma	O 3.5  +140	U 3.5  −175	PLAYER	OVER	UNDER
WAS WizardsatPHI 76ersTODAY 6:10PM			PLAYER	OVER	UNDER	Monte Morris	O 4.5  +120	U 4.5  −150	Bradley Beal	O 1.5  +105	U 1.5  −135
PLAYER	OVER	UNDER	Bradley Beal	O 4.5  +120	U 4.5  −150	Tobias Harris	O 2.5  +150	U 2.5  −185	Corey Kispert	O 1.5  +100	U 1.5  −130
Bradley Beal	O 24.5  −115	U 24.5  −115	Corey Kispert	O 2.5  +140	U 2.5  −175	Tyrese Maxey	O 3.5  +140	U 3.5  −175	De'Anthony Melton	O 1.5  +105	U 1.5  −135
Corey Kispert	O 6.5  −135	U 6.5  +105	Daniel Gafford	O 5.5  −145	U 5.5  +115	POR Trail BlazersatNO PelicansTODAY 7:10PM			Delon Wright	O 0.5  −115	U 0.5  −115
Daniel Gafford	O 8.5  +105	U 8.5  −135	De'Anthony Melton	O 2.5  −165	U 2.5  +135	PLAYER	OVER	UNDER	Deni Avdija	O 0.5  −115	U 0.5  −115
De'Anthony Melton	O 7.5  −115	U 7.5  −115	Delon Wright	O 3.5  +100	U 3.5  −130	CJ McCollum	O 6.5  −130	U 6.5  +100	James Harden	O 2.5  −125	U 2.5  −105
Delon Wright	O 6.5  −130	U 6.5  +100	Deni Avdija	O 4.5  −150	U 4.5  +120	Damian Lillard	O 7.5  −120	U 7.5  −110	Joel Embiid	O 0.5  −175	U 0.5  +140
Deni Avdija	O 6.5  −130	U 6.5  +100	James Harden	O 6.5  +100	U 6.5  −130	Herbert Jones	O 2.5  −135	U 2.5  +105	Kristaps Porzingis	O 2.5  +115	U 2.5  −145
James Harden	O 22.5  −105	U 22.5  −125	Joel Embiid	O 10.5  +110	U 10.5  −140	Jusuf Nurkic	O 2.5  −120	U 2.5  −110	Kyle Kuzma	O 2.5  +120	U 2.5  −150
Joel Embiid	O 32.5  −140	U 32.5  +110	Kristaps Porzingis	O 8.5  +110	U 8.5  −140	Naji Marshall	O 3.5  +110	U 3.5  −140	Monte Morris	O 0.5  −220	U 0.5  +180
Kristaps Porzingis	O 21.5  −145	U 21.5  +115	Kyle Kuzma	O 6.5  −105	U 6.5  −125	OKC ThunderatSA SpursTODAY 7:10PM			P.J. Tucker	O 0.5  −120	U 0.5  −110
Kyle Kuzma	O 19.5  −110	U 19.5  −120	Monte Morris	O 2.5  −150	U 2.5  +120	PLAYER	OVER	UNDER	Tobias Harris	O 1.5  +145	U 1.5  −180
Monte Morris	O 8.5  +110	U 8.5  −140	P.J. Tucker	O 3.5  −105	U 3.5  −125	Devin Vassell	O 3.5  −145	U 3.5  +115	Tyrese Maxey	O 2.5  +135	U 2.5  −165
Tobias Harris	O 12.5  −105	U 12.5  −125	Tobias Harris	O 4.5  −150	U 4.5  +120	Jalen Williams	O 3.5  −120	U 3.5  −110	POR Trail BlazersatNO PelicansTODAY 7:10PM		
Tyrese Maxey	O 20.5  −115	U 20.5  −115	Tyrese Maxey	O 2.5  −140	U 2.5  +110	Josh Giddey	O 7.5  −105	U 7.5  −125	PLAYER	OVER	UNDER
POR Trail BlazersatNO PelicansTODAY 7:10PM			POR Trail BlazersatNO PelicansTODAY 7:10PM			Luguentz Dort	O 2.5  +110	U 2.5  −140	CJ McCollum	O 2.5  −150	U 2.5  +120
PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	Zach Collins	O 3.5  −120	U 3.5  −110	Damian Lillard	O 3.5  −140	U 3.5  +110
CJ McCollum	O 24.5  −120	U 24.5  −110	CJ McCollum	O 4.5  −120	U 4.5  −110	NY KnicksatLA LakersTODAY 9:10PM			Herbert Jones	O 0.5  −115	U 0.5  −115
