BOS CelticsatPHI 76ersTODAY 7:30PM			BOS CelticsatPHI 76ersTODAY 7:30PM			BOS CelticsatPHI 76ersTODAY 7:30PM			BOS CelticsatPHI 76ersTODAY 7:30PM		
PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	PLAYER	OVER	UNDER	PLAYER	OVER	UNDER
Al Horford	O 7.5  −125	U 7.5  −105	Al Horford	O 6.5  +125	U 6.5  −155	Al Horford	O 2.5  −185	U 2.5  +150	Al Horford	O 1.5  −160	U 1.5  +130
De'Anthony Melton	O 7.5  −130	U 7.5  +100	De'Anthony Melton	O 2.5  +110	U 2.5  −140	Derrick White	O 2.5  −185	U 2.5  +150	De'Anthony Melton	O 1.5  −105	U 1.5  −125
Derrick White	O 11.5  −145	U 11.5  +115	Derrick White	O 2.5  −175	U 2.5  +140	James Harden	O 7.5  −150	U 7.5  +120	Derrick White	O 1.5  −140	U 1.5  +110
James Harden	O 21.5  +105	U 21.5  −135	James Harden	O 5.5  −115	U 5.5  −115	Jaylen Brown	O 3.5  +120	U 3.5  −150	James Harden	O 2.5  −120	U 2.5  −110
Jaylen Brown	O 25.5  −105	U 25.5  −125	Jaylen Brown	O 5.5  −125	U 5.5  −105	Jayson Tatum	O 4.5  −120	U 4.5  −110	Jaylen Brown	O 2.5  −110	U 2.5  −120
Jayson Tatum	O 28.5  −115	U 28.5  −115	Jayson Tatum	O 9.5  +115	U 9.5  −145	Joel Embiid	O 2.5  −180	U 2.5  +145	Jayson Tatum	O 3.5  +120	U 3.5  −150
Joel Embiid	O 25.5  −135	U 25.5  +105	Joel Embiid	O 9.5  −105	U 9.5  −125	Malcolm Brogdon	O 3.5  +120	U 3.5  −150	Joel Embiid	O 0.5  −125	U 0.5  −105
Malcolm Brogdon	O 14.5  −115	U 14.5  −115	Malcolm Brogdon	O 3.5  −120	U 3.5  −110	Marcus Smart	O 4.5  −155	U 4.5  +125	Malcolm Brogdon	O 1.5  −155	U 1.5  +125
Marcus Smart	O 11.5  −120	U 11.5  −110	Marcus Smart	O 3.5  +120	U 3.5  −150	Tyrese Maxey	O 2.5  −135	U 2.5  +105	Marcus Smart	O 1.5  −130	U 1.5  +100
Robert Williams	O 6.5  −105	U 6.5  −125	P.J. Tucker	O 4.5  −125	U 4.5  −105	DEN NuggetsatPHO SunsTODAY 10:00PM			P.J. Tucker	O 0.5  −140	U 0.5  +110
Tobias Harris	O 14.5  −130	U 14.5  +100	Robert Williams	O 7.5  +110	U 7.5  −140	PLAYER	OVER	UNDER	Tobias Harris	O 1.5  −125	U 1.5  −105
Tyrese Maxey	O 20.5  +100	U 20.5  −130	Tobias Harris	O 6.5  +115	U 6.5  −145	Cameron Payne	O 4.5  −115	U 4.5  −115	Tyrese Maxey	O 2.5  −125	U 2.5  −105
DEN NuggetsatPHO SunsTODAY 10:00PM			Tyrese Maxey	O 3.5  +115	U 3.5  −145	Devin Booker	O 7.5  −125	U 7.5  −105	DEN NuggetsatPHO SunsTODAY 10:00PM		
PLAYER	OVER	UNDER	DEN NuggetsatPHO SunsTODAY 10:00PM			Jamal Murray	O 6.5  −140	U 6.5  +110	PLAYER	OVER	UNDER
Aaron Gordon	O 14.5  −130	U 14.5  +100	PLAYER	OVER	UNDER	Kevin Durant	O 5.5  −135	U 5.5  +105	Aaron Gordon	O 0.5  −150	U 0.5  +120
Bruce Brown	O 10.5  −110	U 10.5  −120	Aaron Gordon	O 5.5  −155	U 5.5  +125	Nikola Jokic	O 7.5  −120	U 7.5  −110	Bruce Brown	O 0.5  +105	U 0.5  −135
Cameron Payne	O 7.5  −135	U 7.5  +105	Bruce Brown	O 3.5  −110	U 3.5  −120				Cameron Payne	O 1.5  +120	U 1.5  −150
Deandre Ayton	O 15.5  −130	U 15.5  +100	Cameron Payne	O 1.5  −125	U 1.5  −105				Christian Braun	O 0.5  +200	U 0.5  −250
Devin Booker	O 30.5  −135	U 30.5  +105	Deandre Ayton	O 9.5  −120	U 9.5  −110				Devin Booker	O 2.5  −105	U 2.5  −125
Jamal Murray	O 22.5  −135	U 22.5  +105	Devin Booker	O 4.5  −140	U 4.5  +110				Jamal Murray	O 2.5  −140	U 2.5  +110
Kentavious Caldwell-Pope	O 9.5  −130	U 9.5  +100	Jamal Murray	O 4.5  −110	U 4.5  −120				Jeff Green	O 0.5  +120	U 0.5  −150
Kevin Durant	O 28.5  −135	U 28.5  +105	Jeff Green	O 2.5  +130	U 2.5  −160				Kentavious Caldwell-Pope	O 1.5  −125	U 1.5  −105
Michael Porter Jr.	O 14.5  −105	U 14.5  −125	Kentavious Caldwell-Pope	O 2.5  −120	U 2.5  −110				Kevin Durant	O 2.5  +125	U 2.5  −155
Nikola Jokic	O 25.5  −125	U 25.5  −105	Kevin Durant	O 8.5  +120	U 8.5  −150				Michael Porter Jr.	O 2.5  +150	U 2.5  −185
Michael Porter Jr.	O 14.5  −105	U 14.5  −125	Michael Porter Jr.	O 4.5  −145	U 4.5  +115				Nikola Jokic	O 1.5  +120	U 1.5  −150
Nikola Jokic	O 25.5  −125	U 25.5  −105	Nikola Jokic	O 13.5  −140	U 13.5  +110						
